title,year,authors,key,ee,venue_category
Adaptive bias and attitude observer on the special orthogonal group for true-north gyrocompass systems: Theory and preliminary results.,2020,Andrew R. Spielvogel & Louis L. Whitcomb,journals/ijrr/SpielvogelW20,https://doi.org/10.1177/0278364919881689,Robotics
Capillary Gripping and Self-Alignment: A Route Toward Autonomous Heterogeneous Assembly.,2015,Gari Arutinov & Massimo Mastrangeli & Gert van Heck & Pierre Lambert & Jaap M. J. den Toonder & Andreas Dietzel & Edsger C. P. Smits,journals/trob/ArutinovMHLTDS15,https://doi.org/10.1109/TRO.2015.2452775,Robotics
Multimodal adapted robot behavior synthesis within a narrative human-robot interaction.,2015,Amir Aly & Adriana Tapus,conf/iros/AlyT15,https://doi.org/10.1109/IROS.2015.7353789,Robotics
Adaptive Feet for Quadrupedal Walkers.,2022,Manuel Giuseppe Catalano & Mathew Jose Pollayil & Giorgio Grioli & Giorgio Valsecchi & Hendrik Kolvenbach & Marco Hutter 0001 & Antonio Bicchi & Manolo Garabini,journals/trob/CatalanoPGVKHBG22,https://doi.org/10.1109/TRO.2021.3088060,Robotics
High Accuracy Three-Dimensional Self-Localization using Visual Markers and Inertia Measurement Unit.,2021,Kunihiro Ogata & Hideyuki Tanaka & Yoshio Matsumoto,conf/iros/OgataTM21,https://doi.org/10.1109/IROS51168.2021.9636749,Robotics
"Adaptive Admittance Control in Task-Priority Framework for Contact Force Control in Autonomous Underwater Floating Manipulation* This work is part of a project titled ""Force/position control system to enable compliant manipulation from a floating I-AUV""; which received funding from the European Union's Horizon 2020 research and innovation programme; under the Marie Sklodowska-Curie grant agreement no. 750063.",2018,Patryk Cieslak & Pere Ridao,conf/iros/CieslakR18,https://doi.org/10.1109/IROS.2018.8593542,Robotics
Adaptive spacing in human-robot interactions.,2014,Panagiotis Papadakis & Patrick Rives & Anne Spalanzani,conf/iros/PapadakisRS14,https://doi.org/10.1109/IROS.2014.6942921,Robotics
Extracting Traffic Primitives Directly From Naturalistically Logged Data for Self-Driving Applications.,2018,Wenshuo Wang & Ding Zhao,journals/ral/WangZ18,https://doi.org/10.1109/LRA.2018.2794604,Robotics
Fault tolerant control for multiple successive failures in an octorotor: Architecture and experiments.,2015,Majd Saied & Benjamin Lussier & Isabelle Fantoni & Clovis Francis & Hassan Shraim,conf/iros/SaiedLFFS15,https://doi.org/10.1109/IROS.2015.7353112,Robotics
A functional anatomy based kinematic human hand model with simple size adaptation.,2012,Frank P. J. van der Hulst & Simon Schätzle & Carsten Preusche & Andre Schiele,conf/icra/HulstSPS12,https://doi.org/10.1109/ICRA.2012.6225350,Robotics
Modeling of movement control architectures based on motion primitives using domain-specific languages.,2015,Arne Nordmann & Sebastian Wrede 0001 & Jochen J. Steil,conf/icra/NordmannWS15,https://doi.org/10.1109/ICRA.2015.7139899,Robotics
Biohybrid soft robots with self-stimulating skeletons.,2021,Maria Guix & Rafael Mestre & Tania Patiño & Marco De Corato & Judith Fuentes & Giulia Zarpellon & Samuel Sánchez,journals/scirobotics/GuixMPCFZS21,https://doi.org/10.1126/scirobotics.abe7577,Robotics
A Resolution Adaptive Algorithm for the Stochastic Orienteering Problem with Chance Constraints.,2021,Thomas C. Thayer & Stefano Carpin,conf/iros/ThayerC21,https://doi.org/10.1109/IROS51168.2021.9636104,Robotics
A Few Shot Adaptation of Visual Navigation Skills to New Observations using Meta-Learning.,2021,Qian Luo & Maks Sorokin & Sehoon Ha,conf/icra/LuoSH21,https://doi.org/10.1109/ICRA48506.2021.9561056,Robotics
Adaptive Sampling and Reduced-Order Modeling of Dynamic Processes by Robot Teams.,2019,Tahiya Salam & M. Ani Hsieh,journals/ral/SalamH19,https://doi.org/10.1109/LRA.2019.2891475,Robotics
Adaptive human-inspired compliant contact primitives to perform surface-surface contact under uncertainty.,2016,Mohammad Khansari 0001 & Ellen Klingbeil & Oussama Khatib,journals/ijrr/KhansariKK16,https://doi.org/10.1177/0278364916648389,Robotics
Self-folding mobile microrobots for biomedical applications.,2014,Stefano Fusco & Mahmut Selman Sakar & Stephen Kennedy & Christian Peters & Salvador Pané & David Mooney & Bradley J. Nelson,conf/icra/FuscoSKPPMN14,https://doi.org/10.1109/ICRA.2014.6907406,Robotics
Self-Supervised Attention Learning for Depth and Ego-motion Estimation.,2020,Assem Sadek & Boris Chidlovskii,conf/iros/SadekC20,https://doi.org/10.1109/IROS45743.2020.9340820,Robotics
Using Manipulation to Enable Adaptive Ground Mobility.,2020,Raymond Kim & Alex Debate & Stephen Balakirsky & Anirban Mazumdar,conf/icra/KimDBM20,https://doi.org/10.1109/ICRA40945.2020.9197061,Robotics
Towards Efficient Multiview Object Detection with Adaptive Action Prediction.,2021,Qianli Xu & Fen Fang & Nicolas Gauthier & Wenyu Liang & Yan Wu 0002 & Liyuan Li & Joo-Hwee Lim,conf/icra/XuFGLWLL21,https://doi.org/10.1109/ICRA48506.2021.9561388,Robotics
Residual Learning From Demonstration: Adapting DMPs for Contact-Rich Manipulation.,2022,Todor Davchev & Kevin Sebastian Luck & Michael Burke & Franziska Meier & Stefan Schaal & Subramanian Ramamoorthy,journals/ral/DavchevLBMSR22,https://doi.org/10.1109/LRA.2022.3150024,Robotics
Adaptive under-actuated anthropomorphic hand: ISR-SoftHand.,2014,Mahmoud Tavakoli & Anibal T. de Almeida,conf/iros/TavakoliA14,https://doi.org/10.1109/IROS.2014.6942773,Robotics
Spatially targeted communication and self-assembly.,2012,Nithin Mathews & Anders Lyhne Christensen & Rehan O'Grady & Marco Dorigo,conf/iros/MathewsCOD12,https://doi.org/10.1109/IROS.2012.6386285,Robotics
A self-competitive method for the development of an educational robot for children.,2016,Fumihide Tanaka & Shizuko Matsuzoe,conf/iros/TanakaM16,https://doi.org/10.1109/IROS.2016.7759453,Robotics
Adaptive human-centered representation for activity recognition of multiple individuals from 3D point cloud sequences.,2015,Hao Zhang 0011 & Christopher M. Reardon & Chi Zhang & Lynne E. Parker,conf/icra/ZhangRZP15,https://doi.org/10.1109/ICRA.2015.7139459,Robotics
Three-dimensional robotic-assisted endomicroscopy with a force adaptive robotic arm.,2017,Piyamate Wisanuvej & Petros Giataganas & Konrad Leibrandt & Jindong Liu & Michael Hughes & Guang-Zhong Yang,conf/icra/WisanuvejGLLHY17,https://doi.org/10.1109/ICRA.2017.7989276,Robotics
Adaptive Air Density Estimation for Precise Tracking Control and Accurate External Wrench Observation for Flying Robots.,2020,Moritz Maier & Manuel Keppler & Christian Ott 0001 & Alin Albu-Schäffer,journals/ral/MaierKOA20,https://doi.org/10.1109/LRA.2020.2967333,Robotics
Trajectory design and control of edge-landing walking of a humanoid for higher adaptability to rough terrain.,2012,Koichi Nishiwaki & Satoshi Kagami,conf/iros/NishiwakiK12,https://doi.org/10.1109/IROS.2012.6386056,Robotics
Embedded Neuromorphic Architecture for Form + Function 4-D Printing of Robotic Materials: Emulation of Optimized Neurons.,2021,Sangjun Eom & Praveen Abbaraju & Yuqing Xu & Bharath Rajiv Nair & Richard M. Voyles,conf/icra/EomAXNV21,https://doi.org/10.1109/ICRA48506.2021.9561199,Robotics
Hygrobot: A self-locomotive ratcheted actuator powered by environmental humidity.,2018,Jonghyun Ha & Minhee Lee & Keunhwan Park & Gee Ho Park & Tae Hyun Choi & Kyu-Jin Cho & Ho-Young Kim,journals/scirobotics/HaLPPCCK18,https://doi.org/10.1126/scirobotics.aar2629,Robotics
Autonomous Navigation for Adaptive Unmanned Underwater Vehicles Using Fiducial Markers.,2021,Juan Chen & Caiming Sun & Aidong Zhang,conf/icra/ChenSZ21,https://doi.org/10.1109/ICRA48506.2021.9561419,Robotics
Driving Swarm: A Swarm Robotics Framework for Intelligent Navigation in a Self-organized World.,2022,Sebastian Mai & Nele Traichel & Sanaz Mostaghim,conf/icra/MaiTM22,https://doi.org/10.1109/ICRA46639.2022.9811852,Robotics
Considering Transient Effects of Self-Adaptations in Model-Driven Performance Analyses.,2016,Christian Stier & Anne Koziolek,conf/qosa/StierK16,https://doi.org/10.1109/QoSA.2016.14,Software_Architecture
Integrated control of a multiple-degree-of-freedom hand and arm using a reactive architecture based on high-speed proximity sensing.,2019,Keisuke Koyama & Makoto Shimojo & Aiguo Ming & Masatoshi Ishikawa,journals/ijrr/KoyamaSMI19,https://doi.org/10.1177/0278364919875811,Robotics
A bio-inspired developmental approach to swarm robots self-organization.,2012,Yan Meng & Hongliang Guo,conf/iros/MengG12,https://doi.org/10.1109/IROS.2012.6385951,Robotics
Self-supervised Simultaneous Alignment and Change Detection.,2020,Yukuko Furukawa & Kumiko Suzuki & Ryuhei Hamaguchi & Masaki Onishi & Ken Sakurada,conf/iros/FurukawaSHOS20,https://doi.org/10.1109/IROS45743.2020.9340840,Robotics
CIAO: a component model and its OSGi framework for dynamically adaptable telephony applications.,2013,Gilles Vanwormhoudt & Areski Flissi,conf/cbse/VanwormhoudtF13,https://doi.org/10.1145/2465449.2465465,Software_Architecture
A Healable Resistive Heater as a Stimuli-Providing System in Self-Healing Soft Robots.,2022,Seyedreza Kashef Tabrizian & Fatemeh Sahraeeazartamar & Joost Brancart & Ellen Roels & Pasquale Ferrentino & Julie Legrand & Guy Van Assche & Bram Vanderborght & Seppe Terryn,journals/ral/TabrizianSBRFLA22,https://doi.org/10.1109/LRA.2022.3150033,Robotics
PA-AWCNN: Two-stream Parallel Attention Adaptive Weight Network for RGB-D Action Recognition.,2022,Lu Yao & Sheng Liu 0002 & Chaonan Li & Siyu Zou & Shengyong Chen & Diyi Guan,conf/icra/Yao0LZCG22,https://doi.org/10.1109/ICRA46639.2022.9811995,Robotics
Adaptive Force-based Control for Legged Robots.,2021,Mohsen Sombolestan & Yiyu Chen & Quan Nguyen,conf/iros/SombolestanCN21,https://doi.org/10.1109/IROS51168.2021.9636393,Robotics
SqueezeSegV2: Improved Model Structure and Unsupervised Domain Adaptation for Road-Object Segmentation from a LiDAR Point Cloud.,2019,Bichen Wu & Xuanyu Zhou & Sicheng Zhao & Xiangyu Yue & Kurt Keutzer,conf/icra/WuZZYK19,https://doi.org/10.1109/ICRA.2019.8793495,Robotics
Robot Self-Calibration Using Multiple Kinematic Chains - A Simulation Study on the iCub Humanoid Robot.,2019,Karla Stépánová & Tomás Pajdla & Matej Hoffmann,journals/ral/StepanovaPH19,https://doi.org/10.1109/LRA.2019.2898320,Robotics
Perching with a robotic insect using adaptive tracking control and iterative learning control.,2016,Pakpong Chirarattananon & Kevin Y. Ma & Robert J. Wood,journals/ijrr/Chirarattananon16,https://doi.org/10.1177/0278364916632896,Robotics
A Continuously Adaptive Template Matching Algorithm for Human Tracking.,2017,Shusheng He & Alei Liang & Ling Lin & Tao Song,conf/irc/HeLLS17,https://doi.org/10.1109/IRC.2017.30,Robotics
Stream-based Active Learning for efficient and adaptive classification of 3D objects.,2016,Alexander Narr & Rudolph Triebel & Daniel Cremers,conf/icra/NarrTC16,https://doi.org/10.1109/ICRA.2016.7487138,Robotics
Playdough to Roombots: Towards a Novel Tangible User Interface for Self-reconfigurable Modular Robots.,2018,Mehmet Mutlu & Simon Hauser & Alexandre Bernardino & Auke Jan Ijspeert,conf/icra/MutluHBI18,https://doi.org/10.1109/ICRA.2018.8461248,Robotics
Multi-robot Informative Path Planning using a Leader-Follower Architecture.,2021,Gianni A. Di Caro & Abdul Wahab Ziaullah Yousaf,conf/icra/CaroY21,https://doi.org/10.1109/ICRA48506.2021.9561955,Robotics
Self-adaptive Machine Learning Systems: Research Challenges and Opportunities.,2021,Maria Casimiro & Paolo Romano 0002 & David Garlan & Gabriel A. Moreno & Eunsuk Kang & Mark Klein,conf/ecsa/CasimiroRGMKK21,https://doi.org/10.1007/978-3-031-15116-3_7,Software_Architecture
Beyond Photometric Loss for Self-Supervised Ego-Motion Estimation.,2019,Tianwei Shen & Zixin Luo & Lei Zhou & Hanyu Deng & Runze Zhang & Tian Fang & Long Quan,conf/icra/ShenLZDZFQ19,https://doi.org/10.1109/ICRA.2019.8793479,Robotics
Position control using adaptive backlash compensation for bowden cable transmission in soft wearable exoskeleton.,2016,Binh Khanh Dinh & Leonardo Cappello & Michele Xiloyannis & Lorenzo Masia,conf/iros/DinhCXM16,https://doi.org/10.1109/IROS.2016.7759834,Robotics
Depth360: Self-supervised Learning for Monocular Depth Estimation using Learnable Camera Distortion Model.,2022,Noriaki Hirose & Kosuke Tahara,conf/iros/HiroseT22,https://doi.org/10.1109/IROS47612.2022.9981751,Robotics
A Pneumatic Artificial Muscle Manufactured Out of Self-Healing Polymers That Can Repair Macroscopic Damages.,2018,Seppe Terryn & Joost Brancart & Dirk Lefeber & Guy Van Assche & Bram Vanderborght,journals/ral/TerrynBLAV18,https://doi.org/10.1109/LRA.2017.2724140,Robotics
Maximizing Self-Supervision From Thermal Image for Effective Self-Supervised Learning of Depth and Ego-Motion.,2022,Ukcheol Shin & Kyunghyun Lee 0004 & Byeong-Uk Lee & In So Kweon,journals/ral/ShinLLK22a,https://doi.org/10.1109/LRA.2022.3185382,Robotics
Realtime Vehicle and Pedestrian Tracking for Didi Udacity Self-Driving Car Challenge.,2018,Alexander Buyval & Aidar Gabdullin & Ruslan Mustafin & Ilya Shimchik,conf/icra/BuyvalGMS18,https://doi.org/10.1109/ICRA.2018.8460913,Robotics
Agile and Adaptive Hopping Height Control for a Pneumatic Robot.,2018,Matthew F. Hale & Jonathan Luke du Bois & Pejman Iravani,conf/icra/HaleBI18,https://doi.org/10.1109/ICRA.2018.8460557,Robotics
On Stochastic Self-Assembly of Underwater Robots.,2016,Varadarajan Ganesan & Mandar A. Chitre,journals/ral/GanesanC16,https://doi.org/10.1109/LRA.2016.2519940,Robotics
Comfortable and Safe Decelerations for a Self-Driving Transit Bus.,2021,Alexis Mifsud & Matteo Ciocca & Pierre-Brice Wieber,conf/icra/MifsudCW21,https://doi.org/10.1109/ICRA48506.2021.9561648,Robotics
Fast User Adaptation for Human Motion Prediction in Physical Human-Robot Interaction.,2022,Hee-Seung Moon & Jiwon Seo 0001,journals/ral/MoonS22,https://doi.org/10.1109/LRA.2021.3116319,Robotics
Period adaptation of real-time control tasks with fixed-priority scheduling in cyber-physical systems.,2020,Xiaotian Dai 0001 & Alan Burns 0001,journals/jsa/DaiB20,https://doi.org/10.1016/j.sysarc.2019.101691,Software_Architecture
An end-to-end approach to making self-folded 3D surface shapes by uniform heating.,2014,Byoungkwon An & Shuhei Miyashita & Michael Thomas Tolley & Daniel M. Aukes & Laura Meeker & Erik D. Demaine & Martin L. Demaine & Robert J. Wood & Daniela Rus,conf/icra/AnMTAMDDWR14,https://doi.org/10.1109/ICRA.2014.6907045,Robotics
Multibranch Learning for Angiodysplasia Segmentation with Attention-Guided Networks and Domain Adaptation.,2021,Xiao Jia 0005 & Xiaochun Mai & Xiaohan Xing & Yutian Shen & Jiankun Wang & Max Q.-H. Meng,conf/icra/0005MXSWM21,https://doi.org/10.1109/ICRA48506.2021.9562100,Robotics
Adapting to performance variations in multi-robot coverage.,2015,Alyssa Pierson & Lucas Coelho Figueiredo & Luciano C. A. Pimenta & Mac Schwager,conf/icra/PiersonFPS15,https://doi.org/10.1109/ICRA.2015.7139032,Robotics
Lost and Found: detecting small road hazards for self-driving vehicles.,2016,Peter Pinggera & Sebastian Ramos & Stefan Gehrig & Uwe Franke & Carsten Rother & Rudolf Mester,conf/iros/PinggeraRGFRM16,https://doi.org/10.1109/IROS.2016.7759186,Robotics
Multirobot Field of View Control With Adaptive Decentralization.,2022,Matteo Santilli & Pratik Mukherjee & Ryan K. Williams & Andrea Gasparri,journals/trob/SantilliMWG22,https://doi.org/10.1109/TRO.2022.3142660,Robotics
A Target-Guided Telemanipulation Architecture for Assisted Grasping.,2022,Marco Laghi & Luigi Raiano & Fabio Amadio & Federico Rollo & Andrea Zunino & Arash Ajoudani,journals/ral/LaghiRARZA22,https://doi.org/10.1109/LRA.2022.3188436,Robotics
Self-Contained 2-DOF Ankle-Foot Prosthesis With Low-Inertia Extremity for Agile Walking on Uneven Terrain.,2021,Woo-seok Jang & Do-Yun Kim & Yun-Seok Choi & Yong-Jae Kim,journals/ral/JangKCK21,https://doi.org/10.1109/LRA.2021.3098931,Robotics
Reconfigurable Constraint-Based Reactive Framework for Assistive Robotics With Adaptable Levels of Autonomy.,2021,Santiago Iregui & Joris De Schutter & Erwin Aertbeliën,journals/ral/IreguiSA21,https://doi.org/10.1109/LRA.2021.3098950,Robotics
Unified preview control for humanoid postural stability and upper-limb interaction adaptation.,2012,Aurélien Ibanez & Philippe Bidaud & Vincent Padois,conf/iros/IbanezBP12,https://doi.org/10.1109/IROS.2012.6385948,Robotics
QoS and Energy-Aware Run-Time Adaptation for Mobile Robotic Missions: A Learning Approach.,2019,Dinh-Khanh Ho & Karim Ben Chehida & Benoît Miramond & Michel Auguin,conf/irc/HoCMA19,https://doi.org/10.1109/IRC.2019.00039,Robotics
Online Domain Adaptation for Occupancy Mapping.,2020,Anthony Tompkins & Ransalu Senanayake & Fabio Ramos 0001,conf/rss/TompkinsSR20,https://doi.org/10.15607/RSS.2020.XVI.090,Robotics
Sequential contact-based adaptive grasping for robotic hands.,2022,George Jose Pollayil & Mathew Jose Pollayil & Manuel Giuseppe Catalano & Antonio Bicchi & Giorgio Grioli,journals/ijrr/PollayilPCBG22,https://doi.org/10.1177/02783649221081154,Robotics
ADD: A Fine-grained Dynamic Inference Architecture for Semantic Image Segmentation.,2021,Chi-Hsi Kung & Che-Rung Lee,conf/iros/KungL21,https://doi.org/10.1109/IROS51168.2021.9636650,Robotics
SuperFAST: Model-based adaptive corner detection for scalable robotic vision.,2014,Gaspard Florentz & Emanuel Aldea,conf/iros/FlorentzA14,https://doi.org/10.1109/IROS.2014.6942681,Robotics
Degeneracy in Self-Calibration Revisited and a Deep Learning Solution for Uncalibrated SLAM.,2019,Bingbing Zhuang & Quoc-Huy Tran & Gim Hee Lee & Loong Fah Cheong & Manmohan Chandraker,conf/iros/ZhuangTLCC19,https://doi.org/10.1109/IROS40897.2019.8967912,Robotics
Bridging the Gap Between Events and Frames Through Unsupervised Domain Adaptation.,2022,Nico Messikommer & Daniel Gehrig & Mathias Gehrig & Davide Scaramuzza 0001,journals/ral/MessikommerGGS22,https://doi.org/10.1109/LRA.2022.3145053,Robotics
Soft magnetic skin for super-resolution tactile sensing with force self-decoupling.,2021,Youcan Yan & Zhe Hu & Zhengbao Yang & Wenzhen Yuan & Chaoyang Song & Jia Pan & Yajing Shen,journals/scirobotics/YanHYYSPS21,https://doi.org/10.1126/scirobotics.abc8801,Robotics
Flexible online adaptation of learning strategy using EEG-based reinforcement signals in real-world robotic applications.,2020,Su Kyoung Kim & Elsa Andrea Kirchner & Frank Kirchner,conf/icra/KimKK20,https://doi.org/10.1109/ICRA40945.2020.9197538,Robotics
Beelines: Motion Prediction Metrics for Self-Driving Safety and Comfort.,2021,Skanda Shridhar & Yuhang Ma & Tara Stentz & Zhengdi Shen & Galen Clark Haynes & Neil Traft,conf/icra/ShridharMSSHT21,https://doi.org/10.1109/ICRA48506.2021.9560950,Robotics
Adaptive neighborhood selection for real-time surface normal estimation from organized point cloud data using integral images.,2012,Stefan Holzer & Radu Bogdan Rusu & M. Dixon & Suat Gedikli & Nassir Navab,conf/iros/HolzerRDGN12,https://doi.org/10.1109/IROS.2012.6385999,Robotics
Adaptive mission planning for cooperative autonomous maritime vehicles.,2013,Gabriele Ferri 0002 & Vladimir Djapic,conf/icra/FerriD13,https://doi.org/10.1109/ICRA.2013.6631379,Robotics
The Ocean One hands: An adaptive design for robust marine manipulation.,2017,Hannah Stuart & Shiquan Wang & Oussama Khatib & Mark R. Cutkosky,journals/ijrr/StuartWKC17,https://doi.org/10.1177/0278364917694723,Robotics
Viko: An Adaptive Gecko Gripper with Vision-based Tactile Sensor.,2021,Chohei Pang & Kinwing Mak & Yazhan Zhang & Yang Yang 0031 & Yu Alexander Tse & Michael Yu Wang,conf/icra/PangMZ0TW21,https://doi.org/10.1109/ICRA48506.2021.9561606,Robotics
Collocated Adaptive Control of Underactuated Mechanical Systems.,2015,Daniele Pucci & Francesco Romano & Francesco Nori,journals/trob/PucciRN15,https://doi.org/10.1109/TRO.2015.2481282,Robotics
Adaptive Cooperative Control for Human-Robot Load Manipulation.,2022,Carlos Rodríguez de Cos & Dimos V. Dimarogonas,journals/ral/CosD22,https://doi.org/10.1109/LRA.2022.3158435,Robotics
Policy Optimization to Learn Adaptive Motion Primitives in Path Planning With Dynamic Obstacles.,2023,Brian Angulo & Aleksandr Panov & Konstantin S. Yakovlev,journals/ral/AnguloPY23,https://doi.org/10.1109/LRA.2022.3233261,Robotics
RTMBA: A Real-Time Model-Based Reinforcement Learning Architecture for robot control.,2012,Todd Hester & Michael J. Quinlan & Peter Stone,conf/icra/HesterQS12,https://doi.org/10.1109/ICRA.2012.6225072,Robotics
Ski-type self-balance biped walking for rough terrain.,2014,Hongfei Wang & Shimeng Li & Yuan F. Zheng & Taegoo Kim & Paul Y. Oh,conf/icra/WangLZKO14,https://doi.org/10.1109/ICRA.2014.6907356,Robotics
Self-secured devices: High performance and secure I/O access in TrustZone-based systems.,2021,Sandro Pinto 0001 & Pedro Machado & Daniel Oliveira 0003 & David Cerdeira & Tiago Gomes,journals/jsa/PintoMOCG21,https://doi.org/10.1016/j.sysarc.2021.102238,Software_Architecture
Adaptive Environment Modeling Based Reinforcement Learning for Collision Avoidance in Complex Scenes.,2022,Shuaijun Wang & Rui Gao & Ruihua Han & Shengduo Chen & Chengyang Li & Qi Hao,conf/iros/WangGHCLH22,https://doi.org/10.1109/IROS47612.2022.9982107,Robotics
SelfTune: Metrically Scaled Monocular Depth Estimation through Self-Supervised Learning.,2022,Jaehoon Choi & Dongki Jung & Yonghan Lee & Deokhwa Kim & Dinesh Manocha & Donghwan Lee,conf/icra/ChoiJLKML22,https://doi.org/10.1109/ICRA46639.2022.9811639,Robotics
PVStereo: Pyramid Voting Module for End-to-End Self-Supervised Stereo Matching.,2021,Hengli Wang & Rui Fan 0001 & Peide Cai & Ming Liu 0001,journals/ral/WangFCL21,https://doi.org/10.1109/LRA.2021.3068108,Robotics
Sample-Efficient Learning of Deformable Linear Object Manipulation in the Real World Through Self-Supervision.,2022,Robert Lee & Masashi Hamaya & Takayuki Murooka & Yoshihisa Ijiri & Peter Corke,journals/ral/LeeHMIC22,https://doi.org/10.1109/LRA.2021.3130377,Robotics
Meta-Learning for Fast Adaptive Locomotion with Uncertainties in Environments and Robot Dynamics.,2021,Timothée Anne & Jack Wilkinson & Zhibin Li 0001,conf/iros/AnneWL21,https://doi.org/10.1109/IROS51168.2021.9635840,Robotics
A Lightweight Soft Gripper Driven by Self-Sensing Super-Coiled Polymer Actuator.,2021,Sen Wang & Hongxin Huang & Hailin Huang & Bing Li 0015 & Ke Huang,journals/ral/WangHHLH21,https://doi.org/10.1109/LRA.2021.3062578,Robotics
SuperDepth: Self-Supervised; Super-Resolved Monocular Depth Estimation.,2019,Sudeep Pillai & Rares Ambrus & Adrien Gaidon,conf/icra/PillaiAG19,https://doi.org/10.1109/ICRA.2019.8793621,Robotics
JST: Joint Self-training for Unsupervised Domain Adaptation on 2D&3D Object Detection.,2022,Guangyao Ding & Meiying Zhang & E. Li & Qi Hao,conf/icra/DingZLH22,https://doi.org/10.1109/ICRA46639.2022.9811975,Robotics
Concurrent nonparametric estimation of organ geometry and tissue stiffness using continuous adaptive palpation.,2016,Preetham Chalasani & Long Wang 0007 & Rajarshi Roy 0005 & Nabil Simaan & Russell H. Taylor & Marin Kobilarov,conf/icra/ChalasaniWRSTK16,https://doi.org/10.1109/ICRA.2016.7487609,Robotics
ℒ1 adaptive control of parallel kinematic manipulators: Design and real-time experiments.,2015,Moussâb Bennehar & Ahmed Chemori & François Pierrot,conf/icra/BenneharCP15,https://doi.org/10.1109/ICRA.2015.7139400,Robotics
A self-supervised learning system for object detection using physics simulation and multi-view pose estimation.,2017,Chaitanya Mitash & Kostas E. Bekris & Abdeslam Boularias,conf/iros/MitashBB17,https://doi.org/10.1109/IROS.2017.8202206,Robotics
Adaptive informative path planning in metric spaces.,2016,Zhan Wei Lim & David Hsu & Wee Sun Lee,journals/ijrr/LimHL16,https://doi.org/10.1177/0278364915596378,Robotics
SegContrast: 3D Point Cloud Feature Representation Learning Through Self-Supervised Segment Discrimination.,2022,Lucas Nunes & Rodrigo Marcuzzi & Xieyuanli Chen & Jens Behley & Cyrill Stachniss,journals/ral/NunesMCBS22,https://doi.org/10.1109/LRA.2022.3142440,Robotics
An Adaptive; Affordable; Humanlike Arm Hand System for Deaf and DeafBlind Communication with the American Sign Language.,2022,Che-Ming Chang & Felipe Sanches & Geng Gao & Samantha Johnson & Minas V. Liarokapis,conf/iros/ChangSGJL22,https://doi.org/10.1109/IROS47612.2022.9982052,Robotics
Fully-Online Always-Adaptation of Transfer Functions and Its Application to Sound Source Localization and Separation.,2021,Kazuhiro Nakadai & Masayuki Takigahira & Yusuke Kawai & Hirofumi Nakajima,conf/iros/NakadaiTKN21,https://doi.org/10.1109/IROS51168.2021.9636631,Robotics
Adaptive Task Planner for Performing Home Service Tasks in Cooperation with a Human.,2018,Seung-Jae Lee & Jin-Man Park & Deok-Hwa Kim & Jong-Hwan Kim 0001,conf/iros/LeePK018,https://doi.org/10.1109/IROS.2018.8594040,Robotics
Robot Trajectory Adaptation to Optimise the Trade-off between Human Cognitive Ergonomics and Workplace Productivity in Collaborative Tasks.,2022,Marta Lagomarsino & Marta Lorenzini & Elena De Momi & Arash Ajoudani,conf/iros/LagomarsinoLMA22,https://doi.org/10.1109/IROS47612.2022.9981424,Robotics
Motion adaptation for humanoid robots in constrained environments.,2013,Edmond S. L. Ho & Hubert P. H. Shum,conf/icra/HoS13,https://doi.org/10.1109/ICRA.2013.6631113,Robotics
Self-Triggered Based Coordinate Control With Low Communication for Tethered Multi-UAV Collaborative Transportation.,2021,Xiaozhen Zhang & Fan Zhang 0031 & Panfeng Huang & Jiale Gao & Hang Yu & Chongxu Pei & Yizhai Zhang,journals/ral/ZhangZHGYPZ21,https://doi.org/10.1109/LRA.2021.3057294,Robotics
Velocity Regulation of 3D Bipedal Walking Robots with Uncertain Dynamics Through Adaptive Neural Network Controller.,2020,Guillermo A. Castillo & Bowen Weng & Terrence C. Stewart & Wei Zhang 0013 & Ayonga Hereid,conf/iros/CastilloWSZH20,https://doi.org/10.1109/IROS45743.2020.9341569,Robotics
Adaptive Task-Space Force Control for Humanoid-to-Human Assistance.,2021,Anastasia Bolotnikova & Sébastien Courtois & Abderrahmane Kheddar,journals/ral/BolotnikovaCK21,https://doi.org/10.1109/LRA.2021.3084889,Robotics
BADGR: An Autonomous Self-Supervised Learning-Based Navigation System.,2021,Gregory Kahn & Pieter Abbeel & Sergey Levine,journals/ral/KahnAL21,https://doi.org/10.1109/LRA.2021.3057023,Robotics
A Successive-Elimination Approach to Adaptive Robotic Source Seeking.,2021,Esther Rolf & David Fridovich-Keil & Max Simchowitz & Benjamin Recht & Claire J. Tomlin,journals/trob/RolfFSRT21,https://doi.org/10.1109/TRO.2020.3005537,Robotics
Planning with adaptive dimensionality for mobile manipulation.,2012,Kalin Gochev & Alla Safonova & Maxim Likhachev,conf/icra/GochevSL12,https://doi.org/10.1109/ICRA.2012.6225228,Robotics
1-Degree-of-Freedom Robotic Gripper With Infinite Self-Twist Function.,2022,Toshihiro Nishimura & Yosuke Suzuki & Tokuo Tsuji & Tetsuyou Watanabe,journals/ral/NishimuraSTW22,https://doi.org/10.1109/LRA.2022.3187823,Robotics
A new self-diagnosing approach based on petri nets and correlation graphs for fault management in wireless sensor networks.,2013,Shahram Babaie & Afsaneh Khosrohosseini & Ahmad Khadem-Zadeh,journals/jsa/BabaieKK13,https://doi.org/10.1016/j.sysarc.2013.06.004,Software_Architecture
