hit num,title,year,authors,key,ee,venue_category
747,MockSAS: Facilitating the Evaluation of Bandit Algorithms in Self-adaptive Systems.,2022,Elvin Alberts & Ilias Gerostathopoulos & Tomás Bures,conf/ecsa/AlbertsGB22,https://doi.org/10.1007/978-3-031-36889-9_14,Software_Architecture
767,DevOps in Robotics: Challenges and Practices.,2022,Alexandre Sawczuk da Silva & Andreas Kreutz & Gereon Weiss & Johannes Rothe & Christoph Ihrke,conf/ecsa/SilvaKWRI22,https://doi.org/10.1007/978-3-031-36889-9_20,Software_Architecture
769,Towards Uncertainty Reduction Tactics for Behavior Adaptation.,2022,Andreas Kreutz & Gereon Weiss & Mario Trapp,conf/ecsa/KreutzWT22,https://doi.org/10.1007/978-3-031-36889-9_15,Software_Architecture
775,Designing and Evaluating Interoperable Industry 4.0 Middleware Software Architecture: Reconfiguration of Robotic System.,2023,Sune Chung Jepsen & Torben Worm,conf/ecsa/JepsenW23,https://doi.org/10.1007/978-3-031-42592-9_14,Software_Architecture
787,Introducing Estimators - Abstraction for Easy ML Employment in Self-adaptive Architectures.,2022,Milad Abdullah & Michal Töpfer & Tomás Bures & Petr Hnetynka & Martin Krulis & Frantisek Plásil,conf/ecsa/AbdullahTBHKP22,https://doi.org/10.1007/978-3-031-36889-9_25,Software_Architecture
790,Generalization of Machine-Learning Adaptation in Ensemble-Based Self-adaptive Systems.,2022,Jan Pacovský & Petr Hnetynka & Martin Krulis,conf/ecsa/PacovskyHK22,https://doi.org/10.1007/978-3-031-36889-9_26,Software_Architecture
794,A Fail-Operational Control Architecture for Autonomous Mobile Robots Based on State Machine Replication.,2023,Manuel Schrick & Jochen Kreutzfeldt,conf/irc/SchrickK23,https://doi.org/10.1109/IRC59093.2023.00042,Robotics
807,Self-Supervised Drone Detection Using Acoustic Data.,2023,Juann Kim & Mia Y. Wang & Eric T. Matson,conf/irc/KimWM23,https://doi.org/10.1109/IRC59093.2023.00018,Robotics
811,RealCaPP: Real-Time Capable Plug & Produce Service Architecture for Distributed Robot Control.,2023,Christian Eymüller & Julian Hanke & Alexander Poeppel & Constantin Wanninger & Wolfgang Reif,conf/irc/EymullerHPWR23,https://doi.org/10.1109/IRC59093.2023.00063,Robotics
829,From Social Robots to Autonomous Surface Vessels' Navigation.,2023,Ghassan Al-Falouji & Tom Beyer & Sven Tomforde,conf/acsos/AlFaloujiBT23,https://doi.org/10.1109/ACSOS-C58168.2023.00037,Self-Adaptive_Systems
837,Hierarchy Beyond Top-Down Control: The Architecture of Self-Organised Social Systems.,2023,Louisa Jane Di Felice & Ada Diaconescu,conf/acsos/FeliceD23,https://doi.org/10.1109/ACSOS-C58168.2023.00042,Self-Adaptive_Systems
838,Self-Adaptive Service Deployment for Resilience of Smart Manufacturing Architectures.,2023,Hoai My Van & Alexandre Sawczuk da Silva & Tim Knissel & Gereon Weiss,conf/acsos/VanSKW23,https://doi.org/10.1109/ACSOS-C58168.2023.00055,Self-Adaptive_Systems
840,Demonstration of a Real-world Self-adaptive Robot Path-finding using Discrete Controller Synthesis.,2023,Jialong Li & Takuto Yamauchi & Nianyu Li & Zhengyin Chen & Mingyue Zhang & Takanori Hirano & Kenji Tei,conf/acsos/LiYLCZHT23,https://doi.org/10.1109/ACSOS-C58168.2023.00029,Self-Adaptive_Systems
841,Variability-Aware Architecture for Human-Chatbot Interactions: Taming Levels of Automation.,2023,Glaucia Melo & Nathalia Moraes do Nascimento & Paulo S. C. Alencar & Donald D. Cowan,conf/acsos/MeloNAC23,https://doi.org/10.1109/ACSOS-C58168.2023.00051,Self-Adaptive_Systems
845,Leveraging Large Language Models for Auto-remediation in Microservices Architecture.,2023,Komal Sarda,conf/acsos/Sarda23,https://doi.org/10.1109/ACSOS-C58168.2023.00025,Self-Adaptive_Systems
847,Architecture-Based Uncertainty Impact Analysis to Ensure Confidentiality.,2023,Sebastian Hahner & Robert Heinrich & Ralf H. Reussner,conf/seams/HahnerHR23,https://doi.org/10.1109/SEAMS59076.2023.00026,Self-Adaptive_Systems
850,Adaptive Controllers and Digital Twin for Self-Adaptive Robotic Manipulators.,2023,Farid Edrisi & Diego Perez-Palacin & Mauro Caporuscio & Samuele Giussani,conf/seams/EdrisiPCG23,https://doi.org/10.1109/SEAMS59076.2023.00017,Self-Adaptive_Systems
873,Compact and Accurate Adaptive Width Radial Basis Function Neural Network with Discriminative Features for Thyroid Gland Segmentation.,2023,Haijun You & Junying Chen,conf/iros/YouC23,https://doi.org/10.1109/IROS55552.2023.10342090,Robotics
880,No Contact Needed: Humans Adapt Their Gait to Suit Legged Robot Companions.,2023,Paul M. Riek & Amy R. Wu,conf/iros/RiekW23,https://doi.org/10.1109/IROS55552.2023.10341255,Robotics
889,Semantics-Aware Mission Adaptation for Autonomous Exploration in Urban Environments.,2023,Sangwoo Moon & Oriana Peltzer & Joshua Ott & Sung-Kyun Kim & Ali-Akbar Agha-Mohammadi,conf/iros/MoonPOKA23,https://doi.org/10.1109/IROS55552.2023.10341632,Robotics
891,Boosting Feedback Efficiency of Interactive Reinforcement Learning by Adaptive Learning from Scores.,2023,Shukai Liu & Chenming Wu & Ying Li & Liangjun Zhang,conf/iros/LiuWLZ23,https://doi.org/10.1109/IROS55552.2023.10341990,Robotics
915,Online Self-Supervised Thermal Water Segmentation for Aerial Vehicles.,2023,Connor Lee & Jonathan Gustafsson Frennert & Lu Gan 0006 & Matthew Anderson & Soon-Jo Chung,conf/iros/LeeF0AC23,https://doi.org/10.1109/IROS55552.2023.10342016,Robotics
923,Human-Aware Navigation in Crowded Environments Using Adaptive Proxemic Area and Group Detection.,2023,Carlos Medina Sánchez & Simon Janzon & Matteo Zella & Jesús Capitán & Pedro José Marrón,conf/iros/SanchezJZCM23,https://doi.org/10.1109/IROS55552.2023.10342385,Robotics
936,External Sensor-Less in-Hand Object Position Manipulation for an Under-Actuated Hand Using Data-Driven-Based Methods to Compensate for the Nonlinearity of Self-Locking Mechanism.,2023,Ha Thang Long Doan & Hikaru Arita & Kenji Tahara,conf/iros/DoanAT23,https://doi.org/10.1109/IROS55552.2023.10341517,Robotics
940,A Bioinspired Underactuated Dual Tendon-Based Adaptive Gripper for Space Applications.,2023,Hamid Isakhani & Samia Nefti-Meziani & Steve Davis 0001 & Helya Isakhani,conf/iros/IsakhaniN0I23,https://doi.org/10.1109/IROS55552.2023.10342142,Robotics
948,Data-Driven Adaptation for Robust Bipedal Locomotion with Step-to-Step Dynamics.,2023,Min Dai & Xiaobin Xiong & Jaemin Lee & Aaron D. Ames,conf/iros/DaiXLA23,https://doi.org/10.1109/IROS55552.2023.10341396,Robotics
957,ANEC: Adaptive Neural Ensemble Controller for Mitigating Latency Problems in Vision-Based Autonomous Driving.,2023,Aws Khalil & Jaerock Kwon,conf/iros/KhalilK23,https://doi.org/10.1109/IROS55552.2023.10342520,Robotics
958,Dual Variable Actor-Critic for Adaptive Safe Reinforcement Learning.,2023,Junseo Lee & Jaeseok Heo & Dohyeong Kim & Gunmin Lee & Songhwai Oh,conf/iros/LeeHKLO23,https://doi.org/10.1109/IROS55552.2023.10341973,Robotics
968,FeatDANet: Feature-level Domain Adaptation Network for Semantic Segmentation.,2023,Jiao Li & Wenjun Shi & Dongchen Zhu & Guanghui Zhang & Xiaolin Zhang & Jiamao Li,conf/iros/LiSZZZL23,https://doi.org/10.1109/IROS55552.2023.10341639,Robotics
970,AdaptSeqVPR: An Adaptive Sequence-Based Visual Place Recognition Pipeline.,2023,Heshan Li & Guohao Peng & Jun Zhang & Sriram Vaikundam & Danwei Wang,conf/iros/LiPZVW23,https://doi.org/10.1109/IROS55552.2023.10341533,Robotics
974,Real-Time Failure-Adaptive Control for Dynamic Robots.,2023,Jacob Hackett & Christian Hubicki,conf/iros/HackettH23,https://doi.org/10.1109/IROS55552.2023.10341946,Robotics
986,Weakly Supervised Referring Expression Grounding via Dynamic Self-Knowledge Distillation.,2023,Jinpeng Mi & Zhiqian Chen & Jianwei Zhang 0001,conf/iros/MiC023,https://doi.org/10.1109/IROS55552.2023.10341909,Robotics
987,A Stable Adaptive Extended Kalman Filter for Estimating Robot Manipulators Link Velocity and Acceleration.,2023,Seyed Ali Baradaran Birjandi & Harshit Khurana & Aude Billard & Sami Haddadin,conf/iros/BirjandiKBH23,https://doi.org/10.1109/IROS55552.2023.10342476,Robotics
1001,Self-Supervised Instance Segmentation by Grasping.,2023,Yuxuan Liu 0001 & Xi Chen 0022 & Pieter Abbeel,conf/iros/00010A23,https://doi.org/10.1109/IROS55552.2023.10342432,Robotics
1014,Terrain-Aware Kinodynamic Planning with Efficiently Adaptive State Lattices for Mobile Robot Navigation in Off-Road Environments.,2023,Eric R. Damm & Jason M. Gregory & Eli S. Lancaster & Felix A. Sanchez & Daniel M. Sahu & Thomas M. Howard,conf/iros/DammGLSSH23,https://doi.org/10.1109/IROS55552.2023.10341537,Robotics
1021,Motion Degeneracy in Self-supervised Learning of Elevation Angle Estimation for 2D Forward-Looking Sonar.,2023,Yusheng Wang & Yonghoon Ji & Chujie Wu & Hiroshi Tsuchiya & Hajime Asama & Atsushi Yamashita,conf/iros/WangJWTAY23,https://doi.org/10.1109/IROS55552.2023.10341601,Robotics
1028,Test-Time Adaptation for Point Cloud Upsampling Using Meta-Learning.,2023,Ahmed Hatem & Yiming Qian & Yang Wang,conf/iros/HatemQW23,https://doi.org/10.1109/IROS55552.2023.10341345,Robotics
1036,CompUDA: Compositional Unsupervised Domain Adaptation for Semantic Segmentation Under Adverse Conditions.,2023,Ziqiang Zheng & Yingshu Chen & Binh-Son Hua & Sai-Kit Yeung,conf/iros/ZhengCHY23,https://doi.org/10.1109/IROS55552.2023.10342102,Robotics
1037,Multiplanar Self-Calibration for Mobile Cobot 3D Object Manipulation Using 2D Detectors and Depth Estimation.,2023,Tuan Dang & Khang Nguyen 0003 & Manfred Huber,conf/iros/Dang0H23,https://doi.org/10.1109/IROS55552.2023.10341911,Robotics
1042,Read the Room: Adapting a Robot's Voice to Ambient and Social Contexts.,2023,Paige Tuttosi & Emma Hughson & Akihiro Matsufuji & Chuxuan Zhang & Angelica Lim,conf/iros/TuttosiHMZL23,https://doi.org/10.1109/IROS55552.2023.10341925,Robotics
1043,Evolving Physical Instinct for Morphology and Control Co-Adaption.,2023,Xinglin Chen & Da Huang & Minglong Li & Yishuai Cai & Zhuoer Wen & Zhongxuan Cai & Wenjing Yang 0002,conf/iros/ChenHLCWCY23,https://doi.org/10.1109/IROS55552.2023.10342243,Robotics
1067,DualCross: Cross-Modality Cross-Domain Adaptation for Monocular BEV Perception.,2023,Yunze Man & Liangyan Gui & Yu-Xiong Wang,conf/iros/ManGW23,https://doi.org/10.1109/IROS55552.2023.10341473,Robotics
1070,Self-localization using plural small rovers for asteroid wide-area exploration.,2013,Masahiko Mikawa,conf/iros/Mikawa13,https://doi.org/10.1109/IROS.2013.6696438,Robotics
1076,Hierarchical Adaptive Control for Collaborative Manipulation of a Rigid Object by Quadrupedal Robots.,2023,Mohsen Sombolestan & Quan Nguyen 0004,conf/iros/Sombolestan023,https://doi.org/10.1109/IROS55552.2023.10341700,Robotics
1081,T-UDA: Temporal Unsupervised Domain Adaptation in Sequential Point Clouds.,2023,Awet Haileslassie Gebrehiwot & David Hurych & Karel Zimmermann & Patrick Pérez & Tomás Svoboda,conf/iros/GebrehiwotHZPS23,https://doi.org/10.1109/IROS55552.2023.10341446,Robotics
1087,Reinforcement Learning for Robot Navigation with Adaptive Forward Simulation Time (AFST) in a Semi-Markov Model.,2023,Yu'an Chen & Ruosong Ye & Ziyang Tao & Hongjian Liu & Guangda Chen & Jie Peng & Jun Ma 0034 & Yu Zhang & Jianmin Ji & Yanyong Zhang,conf/iros/ChenYTLCPMZJZ23,https://doi.org/10.1109/IROS55552.2023.10341985,Robotics
1091,Cross-Domain Autonomous Driving Perception Using Contrastive Appearance Adaptation.,2023,Ziqiang Zheng & Yingshu Chen & Binh-Son Hua & Yang Wu 0001 & Sai-Kit Yeung,conf/iros/ZhengCH0Y23,https://doi.org/10.1109/IROS55552.2023.10342103,Robotics
1095,Bootstrapping Adaptive Human-Machine Interfaces with Offline Reinforcement Learning.,2023,Jensen Gao & Siddharth Reddy & Glen Berseth & Anca D. Dragan & Sergey Levine,conf/iros/GaoRBDL23,https://doi.org/10.1109/IROS55552.2023.10341779,Robotics
1103,RLPG: Reinforcement Learning Approach for Dynamic Intra-Platoon Gap Adaptation for Highway On-Ramp Merging.,2023,Sushma Reddy Yadavalli & Lokesh Chandra Das & Myounggyu Won,conf/iros/YadavalliDW23,https://doi.org/10.1109/IROS55552.2023.10341918,Robotics
1131,Language Guided Temporally Adaptive Perception for Efficient Natural Language Grounding in Cluttered Dynamic Worlds.,2023,Siddharth Patki & Jacob Arkin & Nikola Raicevic & Thomas M. Howard,conf/iros/PatkiARH23,https://doi.org/10.1109/IROS55552.2023.10341527,Robotics
1139,Learning to Adapt the Parameters of Behavior Trees and Motion Generators (BTMGs) to Task Variations.,2023,Faseeh Ahmad & Matthias Mayr & Volker Krüger,conf/iros/AhmadMK23,https://doi.org/10.1109/IROS55552.2023.10341636,Robotics
1146,Depth Self-Supervision for Single Image Novel View Synthesis.,2023,Giovanni Minelli & Matteo Poggi & Samuele Salti,conf/iros/MinelliPS23,https://doi.org/10.1109/IROS55552.2023.10342058,Robotics
1150,Non-Parametric Self-Identification and Model Predictive Control of Dexterous In-Hand Manipulation.,2023,Podshara Chanrungmaneekul & Kejia Ren & Joshua T. Grace & Aaron M. Dollar & Kaiyu Hang,conf/iros/Chanrungmaneekul23,https://doi.org/10.1109/IROS55552.2023.10341520,Robotics
1200,Adaptive Exploration-Exploitation Active Learning of Gaussian Processes.,2023,George P. Kontoudis & Michael W. Otte,conf/iros/KontoudisO23,https://doi.org/10.1109/IROS55552.2023.10342130,Robotics
1213,Graph-Based Global Robot Localization Informing Situational Graphs with Architectural Graphs.,2023,Muhammad Shaheer & Jose Andres Millan-Romera & Hriday Bavle & José Luis Sánchez-López & Javier Civera 0001 & Holger Voos,conf/iros/ShaheerMBS0V23,https://doi.org/10.1109/IROS55552.2023.10341373,Robotics
1227,GOATS: Goal Sampling Adaptation for Scooping with Curriculum Reinforcement Learning.,2023,Yaru Niu & Shiyu Jin & Zeqing Zhang & Jiacheng Zhu & Ding Zhao & Liangjun Zhang,conf/iros/NiuJZZZZ23,https://doi.org/10.1109/IROS55552.2023.10342221,Robotics
1230,Error-State Kalman Filter Based External Wrench Estimation for MAVs Under a Cascaded Architecture.,2023,Yuhan Yin & Qingkai Yang & Hao Fang 0001,conf/iros/YinY023,https://doi.org/10.1109/IROS55552.2023.10342358,Robotics
1231,Powered Knee and Ankle Prosthesis Control for Adaptive Ambulation at Variable Speeds; Inclines; and Uneven Terrains.,2023,Liam M. Sullivan & Suzi Creveling & Marissa Cowan & Lukas Gabert & Tommaso Lenzi,conf/iros/SullivanCCGL23,https://doi.org/10.1109/IROS55552.2023.10342504,Robotics
1245,Multi-UAV Adaptive Path Planning Using Deep Reinforcement Learning.,2023,Jonas Westheider & Julius Rückin & Marija Popovic,conf/iros/WestheiderRP23,https://doi.org/10.1109/IROS55552.2023.10342516,Robotics
1248,Dynamic Finger Gaits via Pivoting and Adapting Contact Forces.,2023,Yuechuan Xue & Ling Tang & Yan-Bin Jia,conf/iros/XueTJ23,https://doi.org/10.1109/IROS55552.2023.10342156,Robotics
1254,Discrete-Time Adaptive Control Algorithm for Coordination of Multiagent Systems in the Presence of Coupled Dynamics.,2023,Islam A. Aly & K. Merve Dogan,conf/iros/AlyD23,https://doi.org/10.1109/IROS55552.2023.10341404,Robotics
1262,How to Achieve Maneuverability and Adaptability in an Underactuated Robotic Fish by using a Bio-inspired Control Approach.,2023,Gianluca Manduca & Gaspare Santaera & Paolo Dario & Cesare Stefanini & Donato Romano,conf/iros/ManducaSDSR23,https://doi.org/10.1109/IROS55552.2023.10342036,Robotics
1266,CurveQuad: A Centimeter-Scale Origami Quadruped that Leverages Curved Creases to Self-Fold and Crawl with One Motor.,2023,Daniel Feshbach & Xuelin Wu & Satviki Vasireddy & Louis Beardell & Bao To & Yuliy Baryshnikov & Cynthia R. Sung,conf/iros/FeshbachWVBTBS23,https://doi.org/10.1109/IROS55552.2023.10342339,Robotics
1272,Self-Supervised Object Goal Navigation with In-Situ Finetuning.,2023,So Yeon Min & Yao-Hung Hubert Tsai & Wei Ding & Ali Farhadi & Ruslan Salakhutdinov & Yonatan Bisk & Jian Zhang 0050,conf/iros/MinTDFSBZ23,https://doi.org/10.1109/IROS55552.2023.10341959,Robotics
1274,IDA: Informed Domain Adaptive Semantic Segmentation.,2023,Zheng Chen & Zhengming Ding & Jason M. Gregory & Lantao Liu,conf/iros/ChenDGL23,https://doi.org/10.1109/IROS55552.2023.10342254,Robotics
1279,Adaptive and Fail-Safe Magnetic Gripper with Charging Function for Drones on Power Lines.,2023,Viet Duong Hoang & Aljaz Kramberger & Emad Ebeid,conf/iros/HoangKE23,https://doi.org/10.1109/IROS55552.2023.10341434,Robotics
1281,Online Adaptive Disparity Estimation for Dynamic Scenes in Structured Light Systems.,2023,Rukun Qiao & Hiroshi Kawasaki & Hongbin Zha,conf/iros/QiaoKZ23,https://doi.org/10.1109/IROS55552.2023.10342000,Robotics
1291,Keypoints-Based Adaptive Visual Servoing for Control of Robotic Manipulators in Configuration Space.,2023,Sreejani Chatterjee & Abhay C. Karade & Abhinav Gandhi & Berk Çalli,conf/iros/ChatterjeeKGC23,https://doi.org/10.1109/IROS55552.2023.10342503,Robotics
1308,Event Camera-Based Visual Odometry for Dynamic Motion Tracking of a Legged Robot Using Adaptive Time Surface.,2023,Shifan Zhu & Zhipeng Tang & Michael Yang & Erik G. Learned-Miller & Donghyun Kim 0002,conf/iros/ZhuTYLK23,https://doi.org/10.1109/IROS55552.2023.10342048,Robotics
1320,Self-Supervised Drivable Area Segmentation Using LiDAR's Depth Information for Autonomous Driving.,2023,Fulong Ma & Yang Liu & Sheng Wang & Jin Wu & Weiqing Qi & Ming Liu,conf/iros/MaLWWQL23,https://doi.org/10.1109/IROS55552.2023.10341687,Robotics
1332,Adaptive Robust Model Predictive Control for Bilateral Teleoperation.,2023,Fadi Alyousef Almasalmah & Hassan Omran & Chao Liu & Bernard Bayle,conf/iros/AlmasalmahOLB23,https://doi.org/10.1109/IROS55552.2023.10341847,Robotics
1341,InstaGrasp: An Entirely 3D Printed Adaptive Gripper with TPU Soft Elements and Minimal Assembly Time.,2023,Xin Zhou & Adam J. Spiers,conf/iros/ZhouS23,https://doi.org/10.1109/IROS55552.2023.10341385,Robotics
1344,Safety-Assured Speculative Planning with Adaptive Prediction.,2023,Xiangguo Liu & Ruochen Jiao & Yixuan Wang 0001 & Yimin Han & Bowen Zheng & Qi Zhu,conf/iros/LiuJ0HZZ23,https://doi.org/10.1109/IROS55552.2023.10341530,Robotics
1363,Efficient Deep Learning of Robust; Adaptive Policies using Tube MPC-Guided Data Augmentation.,2023,Tong Zhao & Andrea Tagliabue & Jonathan P. How,conf/iros/ZhaoTH23,https://doi.org/10.1109/IROS55552.2023.10341998,Robotics
1371,Disentangled Discriminator for Unsupervised Domain Adaptation on Object Detection.,2023,Yangguang Zhu & Ping Guo & Haoran Wei & Xin Zhao & Xiangbin Wu,conf/iros/ZhuGWZW23,https://doi.org/10.1109/IROS55552.2023.10341878,Robotics
1377,Polymer-Based Self-Calibrated Optical Fiber Tactile Sensor.,2023,Wentao Chen & Youcan Yan & Zeqing Zhang & Lei Yang & Jia Pan,conf/iros/ChenYZYP23,https://doi.org/10.1109/IROS55552.2023.10341656,Robotics
1392,Discovering Adaptable Symbolic Algorithms from Scratch.,2023,Stephen Kelly & Daniel S. Park & Xingyou Song & Mitchell McIntire & Pranav Nashikkar & Ritam Guha & Wolfgang Banzhaf & Kalyanmoy Deb & Vishnu Naresh Boddeti & Jie Tan & Esteban Real,conf/iros/KellyPSMNGBDBTR23,https://doi.org/10.1109/IROS55552.2023.10341979,Robotics
1395,TTC4MCP: Monocular Collision Prediction Based on Self-Supervised TTC Estimation.,2023,Changlin Li & Yeqiang Qian & Cong Sun & Weihao Yan & Chunxiang Wang & Ming Yang,conf/iros/LiQSYWY23,https://doi.org/10.1109/IROS55552.2023.10341966,Robotics
1399,Self-Supervised Event-Based Monocular Depth Estimation Using Cross-Modal Consistency.,2023,Junyu Zhu & Lina Liu & Bofeng Jiang & Feng Wen & Hongbo Zhang 0004 & Wanlong Li & Yong Liu,conf/iros/ZhuLJWZLL23,https://doi.org/10.1109/IROS55552.2023.10342434,Robotics
1401,Learning Terrain-Adaptive Locomotion with Agile Behaviors by Imitating Animals.,2023,Tingguang Li & Yizheng Zhang & Chong Zhang & Qingxu Zhu & Jiapeng Sheng & Wanchao Chi & Cheng Zhou & Lei Han,conf/iros/LiZZZSCZH23,https://doi.org/10.1109/IROS55552.2023.10342271,Robotics
1404,Self-Supervised Visual Motor Skills via Neural Radiance Fields.,2023,Paul Gesel & Noushad Sojib & Momotaz Begum,conf/iros/GeselSB23,https://doi.org/10.1109/IROS55552.2023.10341682,Robotics
1422,Roblets: Robotic Tablets That Self-Assemble and Self-Fold into a Robot.,2023,Junyi Han & Daniela Rus & Shuhei Miyashita,conf/iros/HanRM23,https://doi.org/10.1109/IROS55552.2023.10342239,Robotics
1441,Adaptive PD Control Using Deep Reinforcement Learning for Local-Remote Teleoperation with Stochastic Time Delays.,2023,Luc McCutcheon & Saber Fallah,conf/iros/McCutcheonF23,https://doi.org/10.1109/IROS55552.2023.10341953,Robotics
1451,ETAUS: An Edge and Trustworthy AI UAV System with Self-Adaptivity for Air Quality Monitoring.,2023,Chun-Hsian Huang & Wen-Tung Chen & Yi-Chun Chang & Kuan-Ting Wu & Ren-Hong Wang 0004,conf/iros/HuangCCW023,https://doi.org/10.1109/IROS55552.2023.10342087,Robotics
1480,mCLARI: A Shape-Morphing Insect-Scale Robot Capable of Omnidirectional Terrain-Adaptive Locomotion in Laterally Confined Spaces.,2023,Heiko Kabutz & Alexander Hedrick & William P. McDonnell & Kaushik Jayaram,conf/iros/KabutzHMJ23,https://doi.org/10.1109/IROS55552.2023.10341588,Robotics
1488,Robust Self-Supervised Extrinsic Self-Calibration.,2023,Takayuki Kanai & Igor Vasiljevic & Vitor Guizilini & Adrien Gaidon & Rares Ambrus,conf/iros/KanaiVGGA23,https://doi.org/10.1109/IROS55552.2023.10341367,Robotics
1495,Do More with Less: Single-Model; Multi-Goal Architectures for Resource-Constrained Robots.,2023,Zili Wang & Drew Threatt & Sean B. Andersson & Roberto Tron,conf/iros/WangTAT23,https://doi.org/10.1109/IROS55552.2023.10341879,Robotics
1529,AV-PedAware: Self-Supervised Audio-Visual Fusion for Dynamic Pedestrian Awareness.,2023,Yizhuo Yang & Shenghai Yuan & Muqing Cao & Jianfei Yang & Lihua Xie,conf/iros/YangYCYX23,https://doi.org/10.1109/IROS55552.2023.10342257,Robotics
1532,Domain Adaptation on Point Clouds for 6D Pose Estimation in Bin-Picking Scenarios.,2023,Liang Zhao & Meng Sun & Wei Jie Lv & Xin Yu Zhang & Long Zeng,conf/iros/ZhaoSLZZ23,https://doi.org/10.1109/IROS55552.2023.10341920,Robotics
1541,Ultrafast Acoustic Holography with Physics-Reinforced Self-Supervised Learning for Precise Robotic Manipulation.,2023,Qingyi Lu & Chengxi Zhong & Qing Liu 0025 & Teng Li 0017 & Hu Su & Song Liu,conf/iros/LuZLLSL23,https://doi.org/10.1109/IROS55552.2023.10341483,Robotics
1548,Self-Supervised Visuo-Tactile Pretraining to Locate and Follow Garment Features.,2023,Justin Kerr & Huang Huang & Albert Wilcox & Ryan Hoque & Jeffrey Ichnowski & Roberto Calandra & Ken Goldberg,conf/rss/KerrHWHICG23,https://doi.org/10.15607/RSS.2023.XIX.018,Robotics
1551,Adaptive Tracking Control of Dielectric Elastomer Soft Actuators with Viscoelastic Hysteresis Compensation.,2023,Yunhua Zhao & Li Wen,conf/rss/ZhaoW23,https://doi.org/10.15607/RSS.2023.XIX.093,Robotics
1553,Learning and Adapting Agile Locomotion Skills by Transferring Experience.,2023,Laura M. Smith & J. Chase Kew & Tianyu Li & Linda Luu & Xue Bin Peng & Sehoon Ha & Jie Tan & Sergey Levine,conf/rss/SmithKLLPHTL23,https://doi.org/10.15607/RSS.2023.XIX.051,Robotics
1556,RoboNinja: Learning an Adaptive Cutting Policy for Multi-Material Objects.,2023,Zhenjia Xu & Zhou Xian & Xingyu Lin & Cheng Chi & Zhiao Huang & Chuang Gan & Shuran Song,conf/rss/XuXLCHGS23,https://doi.org/10.15607/RSS.2023.XIX.046,Robotics
1557,Active Velocity Estimation using Light Curtains via Self-Supervised Multi-Armed Bandits.,2023,Siddharth Ancha & Gaurav Pathak & Ji Zhang & Srinivasa G. Narasimhan & David Held,conf/rss/AnchaPZNH23,https://doi.org/10.15607/RSS.2023.XIX.097,Robotics
1561,CALI: Coarse-to-Fine ALIgnments Based Unsupervised Domain Adaptation of Traversability Prediction for Deployable Autonomous Navigation.,2022,Zheng Chen & Durgakant Pushp & Lantao Liu,conf/rss/ChenPL22,https://doi.org/10.15607/RSS.2022.XVIII.056,Robotics
1562,Adaptive Manipulation of Conductive; Nonmagnetic Objects via a Continuous Model of Magnetically Induced Force and Torque.,2022,Griffin F. Tabor & Lan N. Pham & Jake J. Abbott & Tucker Hermans,conf/rss/TaborPAH22,https://doi.org/10.15607/RSS.2022.XVIII.074,Robotics
1563,Few-shot Adaptation for Manipulating Granular Materials Under Domain Shift.,2023,Yifan Zhu & Pranay Thangeda & Melkior Ornik & Kris Hauser,conf/rss/ZhuTOH23,https://doi.org/10.15607/RSS.2023.XIX.048,Robotics
1564,Self-Supervised Lidar Place Recognition in Overhead Imagery Using Unpaired Data.,2023,Tim Y. Tang & Daniele De Martini & Paul M. Newman,conf/rss/TangMN23,https://doi.org/10.15607/RSS.2023.XIX.098,Robotics
1567,Distributed Optimisation and Deconstruction of Bridges by Self-Assembling Robots.,2022,Edward Bray & Roderich Gross,conf/rss/BrayG22,https://doi.org/10.15607/RSS.2022.XVIII.030,Robotics
1570,A Correct-and-Certify Approach to Self-Supervise Object Pose Estimators via Ensemble Self-Training.,2023,Jingnan Shi & Rajat Talak & Dominic Maggio & Luca Carlone,conf/rss/ShiTMC23,https://doi.org/10.15607/RSS.2023.XIX.076,Robotics
1576,Self-Supervised Unseen Object Instance Segmentation via Long-Term Robot Interaction.,2023,Yangxiao Lu & Ninad A. Khargonkar & Zesheng Xu & Charles Averill & Kamalesh Palanisamy & Kaiyu Hang & Yunhui Guo & Nicholas Ruozzi & Yu Xiang,conf/rss/LuKXAPHGRX23,https://doi.org/10.15607/RSS.2023.XIX.017,Robotics
1637,Nezha-F: Design and Analysis of a Foldable and Self-Deployable HAUV.,2023,Yulin Bai & Yufei Jin & Chunhu Liu & Zheng Zeng 0003 & Lian Lian,journals/ral/BaiJLZL23,https://doi.org/10.1109/LRA.2023.3252343,Robotics
1650,AIRA-DA: Adversarial Image Reconstruction Alignments for Unsupervised Domain Adaptive Object Detection.,2023,Kunyang Sun & Wei Lin 0019 & Haoqin Shi & Yu Liu 0029 & Zhengming Zhang & Yongming Huang & Horst Bischof,journals/ral/SunLSLZHB23,https://doi.org/10.1109/LRA.2023.3267692,Robotics
1653,Self-Supervised Learning of Visual Robot Localization Using LED State Prediction as a Pretext Task.,2024,Mirko Nava & Nicholas Carlotti & Luca Crupi & Daniele Palossi & Alessandro Giusti,journals/ral/NavaCCPG24,https://doi.org/10.1109/lra.2024.3365973,Robotics
